Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Skill_Retention_Score,Burnout_Risk_Level
110154,STEM,Freshman,3.081,10.88,Ideation,Advanced,3,0,7.36,4,Actively_Encouraged,3,76.49,Medium
132809,STEM,Graduate,2.797,7.27,Debugging/Troubleshooting,Advanced,4,0,5.69,1,Allowed_With_Citation,1,73.17,Low
143680,STEM,Freshman,3.696,15.18,Copywriting/Drafting,Intermediate,2,0,16.07,4,Allowed_With_Citation,5,100.0,Medium
147544,STEM,Sophomore,2.484,12.17,Summarizing_Reading,Advanced,4,0,7.99,3,Actively_Encouraged,5,62.01,High
117944,Business,Senior,3.326,2.75,Direct_Answer_Generation,Beginner,3,0,1.0,3,Actively_Encouraged,5,65.64,High
123161,Medical,Freshman,3.126,1.23,Debugging/Troubleshooting,Beginner,2,0,8.32,6,Allowed_With_Citation,3,88.0,Low
113503,STEM,Sophomore,2.892,2.81,Copywriting/Drafting,Beginner,1,0,2.77,4,Strict_Ban,1,79.7,Low
106180,Humanities,Senior,3.334,5.71,Direct_Answer_Generation,Beginner,2,1,13.15,2,Allowed_With_Citation,3,69.78,Low
119691,STEM,Sophomore,3.441,6.17,Summarizing_Reading,Advanced,4,1,14.04,5,Actively_Encouraged,8,100.0,Low
122597,Medical,Junior,3.699,9.58,Ideation,Beginner,3,0,8.48,3,Allowed_With_Citation,4,52.16,Medium
107136,Business,Senior,3.341,0.85,Copywriting/Drafting,Intermediate,2,0,10.67,1,Strict_Ban,5,78.42,Medium
143545,Business,Freshman,2.427,10.01,Ideation,Intermediate,4,0,10.76,5,Actively_Encouraged,1,85.97,High
138782,Medical,Senior,3.063,11.58,Summarizing_Reading,Advanced,3,1,10.58,2,Allowed_With_Citation,1,86.77,Medium
134075,Medical,Junior,2.722,4.47,Ideation,Intermediate,1,0,11.13,3,Allowed_With_Citation,4,71.56,High
140269,STEM,Freshman,3.149,2.66,Debugging/Troubleshooting,Intermediate,5,0,22.25,2,Actively_Encouraged,6,61.67,Low
121497,STEM,Graduate,3.842,8.44,Debugging/Troubleshooting,Advanced,4,0,19.29,4,Actively_Encouraged,5,100.0,Medium
105853,Arts,Freshman,3.628,1.49,Copywriting/Drafting,Beginner,1,1,5.93,4,Actively_Encouraged,7,83.95,Low
145504,Business,Sophomore,3.266,9.49,Debugging/Troubleshooting,Beginner,3,1,19.24,5,Actively_Encouraged,2,73.33,Medium
137536,STEM,Junior,3.395,39.99,Direct_Answer_Generation,Beginner,2,1,5.37,8,Allowed_With_Citation,6,40.4,High
118024,Medical,Senior,3.892,1.23,Summarizing_Reading,Beginner,2,1,6.45,2,Allowed_With_Citation,1,58.38,Low
106595,Business,Freshman,3.082,5.61,Ideation,Advanced,4,0,1.7,4,Allowed_With_Citation,2,54.33,Low
122532,Business,Senior,2.537,4.27,Ideation,Intermediate,4,0,16.37,3,Allowed_With_Citation,7,93.63,Medium
104838,Humanities,Junior,3.646,12.95,Copywriting/Drafting,Beginner,1,1,14.63,6,Allowed_With_Citation,5,74.64,High
108205,Business,Junior,3.231,13.42,Ideation,Advanced,3,0,5.66,6,Actively_Encouraged,3,74.82,High
119938,Arts,Junior,3.303,7.72,Direct_Answer_Generation,Advanced,4,0,3.3,3,Actively_Encouraged,5,100.0,Medium
139805,STEM,Sophomore,2.145,4.6,Copywriting/Drafting,Advanced,3,0,16.76,2,Strict_Ban,5,63.84,Low
131371,Business,Freshman,3.375,2.26,Ideation,Advanced,3,0,9.4,1,Allowed_With_Citation,4,89.84,Low
102055,Arts,Graduate,3.318,3.14,Ideation,Intermediate,3,0,16.32,1,Strict_Ban,2,70.51,Low
138904,Arts,Senior,3.552,1.24,Summarizing_Reading,Beginner,3,1,14.23,1,Strict_Ban,3,81.56,Low
124862,Business,Graduate,3.603,14.7,Ideation,Beginner,3,0,9.78,6,Actively_Encouraged,4,75.42,High
125788,Humanities,Senior,3.095,1.45,Summarizing_Reading,Intermediate,4,1,14.3,1,Strict_Ban,2,66.23,Low
134416,Humanities,Junior,3.631,10.14,Copywriting/Drafting,Beginner,3,1,3.01,4,Allowed_With_Citation,5,69.31,Medium
110589,Arts,Graduate,3.735,2.01,Copywriting/Drafting,Advanced,4,0,3.32,3,Actively_Encouraged,3,100.0,Medium
138223,Business,Graduate,3.458,15.32,Ideation,Beginner,2,0,14.48,4,Allowed_With_Citation,4,87.68,Medium
136318,STEM,Freshman,2.932,4.87,Debugging/Troubleshooting,Advanced,4,1,13.7,4,Actively_Encouraged,7,71.34,Low
121987,Medical,Sophomore,3.41,8.81,Summarizing_Reading,Beginner,2,1,9.62,2,Allowed_With_Citation,2,80.79,High
100087,Business,Graduate,3.033,9.65,Ideation,Intermediate,5,1,2.81,2,Strict_Ban,5,93.82,High
149888,Humanities,Sophomore,3.804,2.43,Summarizing_Reading,Advanced,3,0,13.19,2,Actively_Encouraged,4,84.34,Low
104350,Business,Senior,2.923,6.79,Direct_Answer_Generation,Beginner,2,0,11.32,2,Actively_Encouraged,4,71.74,Medium
134331,Medical,Senior,3.745,2.84,Summarizing_Reading,Beginner,1,1,4.04,3,Allowed_With_Citation,7,65.23,Medium
147815,Medical,Senior,3.736,3.33,Ideation,Advanced,4,0,4.58,4,Strict_Ban,1,64.79,Low
102466,STEM,Freshman,2.981,8.57,Debugging/Troubleshooting,Intermediate,1,1,4.5,6,Allowed_With_Citation,5,89.92,Medium
100292,STEM,Senior,2.857,29.02,Summarizing_Reading,Intermediate,1,0,12.57,6,Allowed_With_Citation,6,52.64,Medium
119453,Humanities,Freshman,3.456,0.6,Summarizing_Reading,Beginner,1,0,11.26,2,Actively_Encouraged,5,84.95,Low
124696,STEM,Freshman,3.262,9.08,Debugging/Troubleshooting,Intermediate,3,0,13.17,3,Actively_Encouraged,6,97.87,Medium
138171,STEM,Junior,2.835,5.06,Debugging/Troubleshooting,Intermediate,3,0,10.28,1,Allowed_With_Citation,3,65.44,Low
121546,Arts,Senior,3.87,1.35,Ideation,Intermediate,3,1,16.85,3,Actively_Encouraged,5,83.39,Low
126608,STEM,Freshman,2.749,15.44,Copywriting/Drafting,Intermediate,5,1,2.25,2,Allowed_With_Citation,3,84.97,High
133984,Humanities,Sophomore,3.591,11.34,Ideation,Beginner,1,1,1.0,2,Allowed_With_Citation,8,84.16,Low
102728,STEM,Senior,3.001,6.78,Debugging/Troubleshooting,Advanced,5,0,14.25,5,Strict_Ban,5,89.02,Medium
145728,Business,Graduate,3.087,9.48,Ideation,Intermediate,1,0,16.64,1,Strict_Ban,5,85.51,Low
102347,Business,Freshman,3.24,27.81,Ideation,Intermediate,5,1,9.68,5,Allowed_With_Citation,7,89.24,High
128913,Humanities,Senior,2.836,15.36,Copywriting/Drafting,Advanced,5,1,6.99,2,Actively_Encouraged,5,100.0,Medium
112585,STEM,Junior,3.027,1.74,Direct_Answer_Generation,Beginner,2,1,6.6,3,Allowed_With_Citation,5,53.14,Medium
109915,Humanities,Senior,3.342,4.51,Ideation,Intermediate,2,0,3.81,3,Actively_Encouraged,4,76.27,Low
112517,Humanities,Freshman,3.266,1.32,Debugging/Troubleshooting,Intermediate,4,0,10.14,1,Actively_Encouraged,1,53.49,Medium
103490,Humanities,Graduate,3.679,5.18,Debugging/Troubleshooting,Intermediate,3,1,5.31,4,Allowed_With_Citation,2,84.13,Medium
123049,Humanities,Freshman,3.086,2.44,Copywriting/Drafting,Beginner,2,0,17.73,4,Allowed_With_Citation,2,70.24,Low
141837,Arts,Sophomore,3.257,0.03,Direct_Answer_Generation,Advanced,3,0,15.86,4,Allowed_With_Citation,4,63.78,Low
113103,STEM,Graduate,3.435,3.58,Debugging/Troubleshooting,Advanced,3,1,6.7,2,Actively_Encouraged,2,67.14,Medium
125837,Arts,Graduate,3.611,1.19,Ideation,Beginner,2,0,10.16,2,Actively_Encouraged,3,55.56,Medium
147339,Business,Junior,3.215,1.44,Debugging/Troubleshooting,Beginner,2,0,12.44,4,Allowed_With_Citation,5,55.23,Medium
118517,Business,Sophomore,2.705,21.0,Debugging/Troubleshooting,Beginner,2,1,14.35,6,Allowed_With_Citation,6,80.03,High
112134,STEM,Freshman,3.501,8.23,Debugging/Troubleshooting,Intermediate,1,1,12.94,3,Actively_Encouraged,3,77.69,Medium
117209,Business,Sophomore,3.332,22.97,Ideation,Beginner,1,1,8.13,5,Strict_Ban,9,76.8,High
105056,Business,Freshman,3.728,18.13,Direct_Answer_Generation,Advanced,4,0,9.33,3,Allowed_With_Citation,7,69.83,High
106300,Humanities,Graduate,3.134,5.58,Copywriting/Drafting,Intermediate,1,1,18.42,5,Strict_Ban,2,89.64,Medium
125127,Medical,Freshman,3.038,1.38,Summarizing_Reading,Intermediate,2,1,14.58,2,Allowed_With_Citation,6,77.67,Medium
137104,Medical,Sophomore,3.626,9.64,Summarizing_Reading,Beginner,2,0,15.95,2,Strict_Ban,4,55.21,Low
127762,Humanities,Sophomore,3.363,6.33,Copywriting/Drafting,Beginner,1,1,7.04,4,Allowed_With_Citation,1,69.11,Medium
131344,Business,Junior,2.735,0.24,Ideation,Advanced,5,1,2.71,1,Actively_Encouraged,3,86.87,Medium
141463,Arts,Sophomore,3.087,2.86,Ideation,Advanced,5,0,12.66,2,Actively_Encouraged,1,61.96,Low
112741,Business,Senior,2.46,0.39,Copywriting/Drafting,Intermediate,1,0,8.7,4,Allowed_With_Citation,5,72.78,Low
120423,Business,Sophomore,3.807,23.7,Summarizing_Reading,Beginner,1,0,13.0,4,Actively_Encouraged,4,60.67,Medium
121738,Business,Sophomore,3.393,9.65,Copywriting/Drafting,Beginner,2,0,5.78,4,Allowed_With_Citation,4,71.73,Medium
133872,STEM,Freshman,3.562,10.04,Copywriting/Drafting,Advanced,5,1,12.11,6,Actively_Encouraged,10,95.64,Medium
129247,Business,Senior,3.262,10.44,Ideation,Advanced,4,1,14.78,4,Strict_Ban,10,89.29,High
119030,STEM,Sophomore,3.623,10.14,Debugging/Troubleshooting,Intermediate,3,1,10.07,3,Actively_Encouraged,2,80.11,Medium
147168,Arts,Freshman,3.026,12.51,Summarizing_Reading,Advanced,3,0,6.72,4,Strict_Ban,8,66.75,High
129599,Arts,Senior,3.202,2.03,Summarizing_Reading,Intermediate,1,0,8.17,4,Allowed_With_Citation,3,85.19,Low
126481,Medical,Freshman,3.246,3.0,Copywriting/Drafting,Beginner,2,0,12.22,1,Actively_Encouraged,1,71.9,Medium
143742,STEM,Freshman,3.327,6.91,Debugging/Troubleshooting,Advanced,4,0,21.23,4,Allowed_With_Citation,6,75.27,Low
104465,Business,Sophomore,3.511,1.23,Summarizing_Reading,Intermediate,2,0,7.02,1,Allowed_With_Citation,1,74.82,Medium
119143,Business,Junior,3.768,6.44,Copywriting/Drafting,Beginner,1,0,6.01,5,Actively_Encouraged,3,64.93,Medium
138306,Humanities,Freshman,3.527,7.22,Copywriting/Drafting,Intermediate,3,0,4.88,4,Allowed_With_Citation,5,41.13,Low
107602,STEM,Junior,3.312,15.95,Debugging/Troubleshooting,Beginner,2,1,5.61,4,Allowed_With_Citation,1,50.07,Medium
123462,STEM,Sophomore,3.204,4.34,Summarizing_Reading,Advanced,4,1,8.24,6,Strict_Ban,5,82.87,Medium
147060,Humanities,Senior,2.414,2.16,Debugging/Troubleshooting,Advanced,5,1,1.0,2,Allowed_With_Citation,4,86.01,Medium
149359,Business,Senior,3.876,1.17,Ideation,Beginner,3,0,2.2,2,Allowed_With_Citation,2,80.98,Low
141159,STEM,Sophomore,3.69,4.87,Debugging/Troubleshooting,Intermediate,3,1,6.54,2,Allowed_With_Citation,2,72.35,Low
128616,STEM,Sophomore,2.478,0.22,Summarizing_Reading,Intermediate,4,0,28.09,1,Allowed_With_Citation,4,74.42,Low
121314,Business,Freshman,3.293,3.96,Ideation,Intermediate,2,1,9.82,2,Actively_Encouraged,6,89.3,Medium
107224,Humanities,Senior,3.436,3.89,Summarizing_Reading,Beginner,3,0,4.45,2,Allowed_With_Citation,5,73.84,High
142455,Humanities,Junior,3.446,1.16,Debugging/Troubleshooting,Intermediate,3,1,7.22,2,Allowed_With_Citation,6,73.39,Medium
104058,STEM,Senior,2.828,1.54,Debugging/Troubleshooting,Intermediate,4,0,10.48,5,Allowed_With_Citation,7,88.82,Medium
123878,Business,Graduate,3.257,26.14,Copywriting/Drafting,Advanced,4,1,13.07,7,Allowed_With_Citation,6,76.14,High
131163,Medical,Graduate,2.954,23.03,Summarizing_Reading,Beginner,1,1,26.78,5,Actively_Encouraged,4,71.5,High
124681,Humanities,Freshman,3.315,6.04,Copywriting/Drafting,Intermediate,3,1,5.64,3,Allowed_With_Citation,2,62.88,Low
140621,STEM,Sophomore,3.31,14.04,Debugging/Troubleshooting,Beginner,2,1,5.7,5,Allowed_With_Citation,5,68.23,Low
131720,STEM,Junior,3.875,9.09,Debugging/Troubleshooting,Advanced,4,0,9.67,4,Allowed_With_Citation,5,91.1,High
132804,Humanities,Sophomore,2.264,10.17,Direct_Answer_Generation,Beginner,2,1,6.23,2,Strict_Ban,4,65.61,High
144099,STEM,Senior,3.227,1.68,Copywriting/Drafting,Advanced,3,1,7.77,4,Actively_Encouraged,4,73.57,Low
140839,Business,Sophomore,3.223,9.1,Ideation,Beginner,1,1,5.41,6,Strict_Ban,4,57.34,High
105235,Business,Senior,3.242,1.89,Ideation,Beginner,2,0,13.46,3,Allowed_With_Citation,1,64.48,Medium
148760,Humanities,Senior,2.925,5.75,Copywriting/Drafting,Intermediate,1,0,12.91,3,Strict_Ban,1,85.74,Medium
118370,Arts,Sophomore,3.689,1.65,Copywriting/Drafting,Beginner,3,0,9.07,1,Allowed_With_Citation,5,65.82,Low
122670,Humanities,Graduate,3.489,3.54,Copywriting/Drafting,Advanced,3,0,16.45,2,Actively_Encouraged,6,100.0,Low
105347,STEM,Freshman,3.534,5.95,Summarizing_Reading,Advanced,3,1,17.75,2,Actively_Encouraged,6,100.0,Low
117231,Business,Sophomore,2.446,0.84,Ideation,Advanced,5,1,5.88,1,Allowed_With_Citation,3,83.36,Low
129962,STEM,Graduate,3.017,3.22,Debugging/Troubleshooting,Advanced,5,1,7.69,1,Allowed_With_Citation,3,99.02,High
131157,STEM,Sophomore,3.224,0.94,Summarizing_Reading,Beginner,2,0,1.0,2,Allowed_With_Citation,1,66.23,Low
135055,STEM,Graduate,3.053,13.3,Direct_Answer_Generation,Beginner,2,1,14.32,6,Allowed_With_Citation,5,60.43,Low
137499,Humanities,Senior,3.563,6.79,Ideation,Intermediate,5,1,11.74,3,Strict_Ban,6,63.19,High
120941,Arts,Senior,1.881,5.79,Summarizing_Reading,Beginner,2,0,7.46,4,Actively_Encouraged,2,75.7,Medium
143228,Humanities,Senior,3.655,25.83,Copywriting/Drafting,Advanced,4,0,12.73,4,Allowed_With_Citation,6,64.41,High
149696,Medical,Graduate,3.627,11.41,Debugging/Troubleshooting,Advanced,3,1,10.71,4,Actively_Encouraged,5,86.82,Medium
107162,Humanities,Senior,2.831,16.41,Ideation,Advanced,5,0,5.38,5,Allowed_With_Citation,5,80.06,High
133251,STEM,Freshman,2.687,1.63,Debugging/Troubleshooting,Advanced,3,0,10.27,4,Actively_Encouraged,3,85.72,Medium
140955,Medical,Graduate,2.47,21.84,Summarizing_Reading,Beginner,3,0,18.92,7,Actively_Encouraged,6,100.0,High
119901,STEM,Senior,3.632,40.0,Summarizing_Reading,Intermediate,3,1,7.57,9,Allowed_With_Citation,3,74.87,High
137924,STEM,Graduate,2.721,0.38,Debugging/Troubleshooting,Advanced,4,0,20.38,2,Actively_Encouraged,5,100.0,Low
102480,Arts,Freshman,2.46,0.95,Copywriting/Drafting,Beginner,2,0,19.95,5,Allowed_With_Citation,6,49.01,Medium
132578,Humanities,Graduate,3.582,8.88,Summarizing_Reading,Beginner,3,1,9.03,6,Allowed_With_Citation,4,62.07,High
101071,STEM,Junior,3.748,0.14,Debugging/Troubleshooting,Intermediate,1,0,9.98,2,Allowed_With_Citation,3,97.52,Medium
143234,Medical,Graduate,2.976,17.75,Direct_Answer_Generation,Beginner,2,0,10.09,3,Strict_Ban,5,78.12,High
102348,Humanities,Senior,3.664,2.67,Copywriting/Drafting,Beginner,2,0,7.76,4,Allowed_With_Citation,4,94.13,Low
133836,STEM,Graduate,2.917,24.78,Debugging/Troubleshooting,Intermediate,5,1,3.01,6,Allowed_With_Citation,2,63.44,Medium
122675,Humanities,Graduate,3.397,2.78,Copywriting/Drafting,Beginner,3,0,8.31,1,Allowed_With_Citation,3,59.78,Medium
107578,Business,Sophomore,3.162,10.47,Debugging/Troubleshooting,Advanced,4,1,11.32,1,Allowed_With_Citation,3,100.0,Medium
120142,STEM,Senior,2.606,1.85,Debugging/Troubleshooting,Intermediate,2,1,18.09,5,Allowed_With_Citation,5,72.98,Medium
131319,STEM,Sophomore,2.214,10.56,Direct_Answer_Generation,Intermediate,1,1,17.91,4,Allowed_With_Citation,3,79.4,Medium
116359,Humanities,Senior,3.486,0.43,Summarizing_Reading,Beginner,1,0,9.32,2,Strict_Ban,5,82.42,Low
104521,Arts,Freshman,3.561,4.4,Direct_Answer_Generation,Advanced,3,0,8.97,2,Strict_Ban,4,75.53,Low
127578,Humanities,Junior,2.078,13.95,Copywriting/Drafting,Advanced,3,1,12.26,5,Actively_Encouraged,8,98.5,Medium
145562,Business,Freshman,3.396,1.41,Direct_Answer_Generation,Advanced,5,0,13.3,3,Actively_Encouraged,3,87.96,Low
112463,Medical,Sophomore,2.338,12.45,Summarizing_Reading,Advanced,3,0,19.3,7,Strict_Ban,9,100.0,High
133343,STEM,Freshman,2.722,21.35,Debugging/Troubleshooting,Beginner,1,1,8.96,5,Allowed_With_Citation,3,58.1,Medium
145375,Humanities,Freshman,3.026,11.78,Direct_Answer_Generation,Intermediate,4,0,8.47,3,Allowed_With_Citation,1,66.49,Medium
139816,Medical,Junior,3.771,26.42,Summarizing_Reading,Beginner,1,1,1.0,8,Allowed_With_Citation,1,41.71,Medium
129716,Arts,Junior,3.784,7.13,Ideation,Advanced,5,0,14.06,4,Strict_Ban,2,92.99,Medium
106351,STEM,Junior,2.429,2.25,Copywriting/Drafting,Beginner,2,1,11.17,1,Actively_Encouraged,6,40.81,Low
140181,Humanities,Graduate,3.983,24.59,Ideation,Beginner,1,0,1.0,7,Actively_Encouraged,4,61.5,Medium
110505,Arts,Junior,2.064,3.55,Summarizing_Reading,Beginner,2,0,17.45,5,Allowed_With_Citation,1,51.65,High
143256,Arts,Junior,2.889,1.48,Copywriting/Drafting,Intermediate,1,0,19.42,2,Allowed_With_Citation,5,80.08,Low
148713,Business,Freshman,3.022,7.93,Direct_Answer_Generation,Beginner,3,0,9.74,5,Allowed_With_Citation,1,64.37,Low
144893,Arts,Freshman,3.27,5.99,Copywriting/Drafting,Intermediate,2,0,3.81,5,Strict_Ban,6,70.92,Medium
129108,Arts,Freshman,3.468,11.22,Ideation,Beginner,2,1,13.37,4,Strict_Ban,6,70.98,Medium
114902,STEM,Sophomore,3.56,3.98,Ideation,Advanced,3,0,4.09,3,Strict_Ban,4,91.12,Medium
131066,Medical,Graduate,3.074,32.02,Copywriting/Drafting,Beginner,1,1,5.72,7,Allowed_With_Citation,5,63.9,High
135909,Medical,Freshman,3.582,26.87,Ideation,Beginner,2,1,10.7,7,Actively_Encouraged,10,59.75,High
100073,STEM,Graduate,3.251,9.97,Debugging/Troubleshooting,Advanced,3,0,6.39,3,Actively_Encouraged,5,80.79,Low
122290,Humanities,Senior,2.489,3.87,Copywriting/Drafting,Beginner,1,0,7.95,3,Allowed_With_Citation,3,72.78,Medium
148198,Business,Sophomore,3.829,10.79,Ideation,Intermediate,3,1,10.27,3,Allowed_With_Citation,5,65.57,Medium
124212,Medical,Senior,3.016,0.3,Summarizing_Reading,Intermediate,3,1,11.36,2,Allowed_With_Citation,5,68.67,Medium
145889,STEM,Junior,3.902,3.33,Direct_Answer_Generation,Intermediate,3,1,10.53,4,Actively_Encouraged,3,74.27,Low
145008,Arts,Junior,3.36,4.19,Direct_Answer_Generation,Intermediate,1,0,13.87,3,Allowed_With_Citation,7,52.18,Low
104639,Arts,Senior,2.655,15.32,Direct_Answer_Generation,Advanced,4,0,14.07,2,Allowed_With_Citation,4,98.74,High
104835,Business,Graduate,2.562,31.01,Ideation,Advanced,4,1,10.59,8,Allowed_With_Citation,9,67.87,High
145346,STEM,Sophomore,3.854,12.22,Debugging/Troubleshooting,Beginner,1,0,11.89,5,Allowed_With_Citation,9,68.74,Low
106191,Business,Senior,3.2,2.14,Ideation,Advanced,5,0,13.88,1,Actively_Encouraged,4,73.03,Medium
145784,Business,Graduate,2.416,1.45,Ideation,Beginner,1,1,8.65,2,Actively_Encouraged,6,59.68,High
130524,Business,Freshman,3.347,4.09,Debugging/Troubleshooting,Beginner,2,0,10.2,1,Allowed_With_Citation,5,78.67,Medium
105323,Humanities,Graduate,3.022,2.98,Debugging/Troubleshooting,Beginner,1,0,2.71,5,Actively_Encouraged,4,66.4,High
123980,Arts,Sophomore,2.247,6.53,Summarizing_Reading,Beginner,2,0,12.09,4,Actively_Encouraged,8,61.5,Low
109183,STEM,Freshman,3.518,1.4,Debugging/Troubleshooting,Advanced,3,1,11.35,3,Allowed_With_Citation,1,91.21,Low
147549,STEM,Junior,3.614,6.8,Summarizing_Reading,Intermediate,1,0,9.85,5,Strict_Ban,5,82.32,High
136989,STEM,Junior,3.186,6.02,Debugging/Troubleshooting,Beginner,1,0,22.78,4,Allowed_With_Citation,3,72.86,Low
138594,Humanities,Graduate,2.583,0.04,Summarizing_Reading,Advanced,3,1,2.54,1,Allowed_With_Citation,6,66.81,Medium
115488,STEM,Graduate,3.181,25.1,Summarizing_Reading,Intermediate,3,1,7.91,8,Allowed_With_Citation,2,76.7,High
143309,Business,Graduate,3.298,22.51,Ideation,Beginner,3,1,8.3,5,Allowed_With_Citation,4,78.21,Medium
114014,Arts,Graduate,3.245,1.32,Direct_Answer_Generation,Beginner,3,1,16.85,2,Actively_Encouraged,3,53.54,High
124120,Business,Sophomore,2.758,0.69,Direct_Answer_Generation,Beginner,2,0,9.25,3,Allowed_With_Citation,6,59.29,Low
111148,Humanities,Graduate,3.462,25.85,Debugging/Troubleshooting,Beginner,1,1,16.27,6,Allowed_With_Citation,6,81.72,Medium
130873,Business,Freshman,3.474,7.14,Direct_Answer_Generation,Beginner,3,1,8.59,4,Allowed_With_Citation,4,55.61,Medium
138397,Business,Junior,3.572,3.25,Ideation,Advanced,4,0,12.04,4,Allowed_With_Citation,6,90.98,Medium
111608,STEM,Junior,3.389,6.47,Copywriting/Drafting,Intermediate,2,0,7.77,1,Allowed_With_Citation,1,78.45,Medium
123899,Business,Freshman,2.948,12.84,Debugging/Troubleshooting,Intermediate,1,1,6.94,2,Allowed_With_Citation,5,61.57,Low
102575,STEM,Sophomore,3.181,2.19,Direct_Answer_Generation,Beginner,2,0,10.03,1,Allowed_With_Citation,2,43.35,Medium
144269,STEM,Freshman,3.024,4.27,Debugging/Troubleshooting,Intermediate,2,0,10.17,5,Strict_Ban,1,76.6,Low
125168,STEM,Junior,2.219,25.63,Ideation,Intermediate,1,1,12.16,3,Actively_Encouraged,2,43.63,Medium
125396,Humanities,Freshman,3.341,13.93,Summarizing_Reading,Beginner,1,0,9.41,5,Allowed_With_Citation,7,64.34,Medium
100139,Humanities,Senior,3.706,4.18,Direct_Answer_Generation,Intermediate,1,1,5.38,1,Allowed_With_Citation,3,59.74,Medium
104316,STEM,Freshman,2.566,1.01,Debugging/Troubleshooting,Intermediate,3,1,18.89,3,Strict_Ban,5,79.58,Low
138490,Medical,Sophomore,3.081,4.02,Ideation,Beginner,3,0,12.77,3,Allowed_With_Citation,1,72.4,Medium
138681,Medical,Freshman,3.237,12.23,Summarizing_Reading,Advanced,5,1,17.48,4,Strict_Ban,4,58.57,High
147739,Business,Junior,3.026,10.08,Direct_Answer_Generation,Beginner,3,1,8.98,2,Strict_Ban,6,52.61,Medium
147864,Medical,Senior,3.606,12.89,Debugging/Troubleshooting,Beginner,3,0,8.15,3,Allowed_With_Citation,2,75.73,Medium
105094,STEM,Sophomore,3.256,8.27,Debugging/Troubleshooting,Beginner,3,0,20.99,6,Actively_Encouraged,3,75.23,Medium
115348,Business,Freshman,2.649,25.44,Copywriting/Drafting,Beginner,1,1,4.69,8,Actively_Encouraged,6,40.5,Medium
130135,Medical,Freshman,3.86,2.87,Summarizing_Reading,Advanced,5,0,7.3,5,Strict_Ban,9,97.66,Medium
115758,STEM,Graduate,3.014,7.0,Debugging/Troubleshooting,Beginner,2,0,11.21,4,Strict_Ban,4,68.69,High
145297,Humanities,Senior,3.728,3.47,Summarizing_Reading,Intermediate,4,0,11.9,3,Strict_Ban,4,74.66,Medium
133541,Business,Sophomore,2.658,13.79,Ideation,Advanced,4,0,12.52,3,Allowed_With_Citation,4,87.38,Medium
124018,Arts,Junior,2.87,8.77,Direct_Answer_Generation,Advanced,3,0,12.22,4,Strict_Ban,3,89.18,Medium
121056,Business,Freshman,3.494,20.25,Summarizing_Reading,Intermediate,3,1,8.62,7,Strict_Ban,10,65.89,Medium
108837,Business,Senior,2.218,7.02,Copywriting/Drafting,Beginner,3,0,1.93,2,Allowed_With_Citation,5,73.45,Medium
136372,Humanities,Senior,3.184,2.16,Debugging/Troubleshooting,Advanced,5,0,12.48,3,Allowed_With_Citation,1,100.0,Medium
123949,Business,Graduate,3.664,1.07,Ideation,Beginner,1,0,18.8,1,Actively_Encouraged,4,89.13,Medium
117809,STEM,Junior,3.175,11.86,Copywriting/Drafting,Advanced,3,1,8.6,4,Allowed_With_Citation,3,58.66,High
145829,STEM,Junior,2.84,26.81,Debugging/Troubleshooting,Intermediate,2,1,1.0,5,Allowed_With_Citation,5,73.0,High
102449,STEM,Graduate,3.552,40.0,Debugging/Troubleshooting,Intermediate,4,0,12.24,8,Allowed_With_Citation,6,58.38,High
133966,Medical,Senior,3.482,13.18,Summarizing_Reading,Intermediate,3,0,19.03,2,Allowed_With_Citation,4,69.14,Low
125604,STEM,Senior,3.75,18.97,Summarizing_Reading,Beginner,2,1,6.36,6,Actively_Encouraged,5,66.41,Medium
148718,STEM,Junior,2.665,14.21,Debugging/Troubleshooting,Beginner,2,1,10.18,4,Allowed_With_Citation,2,71.69,Medium
131786,Medical,Graduate,2.564,6.53,Direct_Answer_Generation,Beginner,3,1,11.72,6,Actively_Encouraged,4,66.35,Low
128997,STEM,Freshman,3.577,10.84,Summarizing_Reading,Intermediate,2,1,13.6,4,Allowed_With_Citation,5,71.22,Low
113066,Business,Senior,3.227,1.4,Ideation,Intermediate,4,0,7.07,1,Actively_Encouraged,3,85.37,Low
143036,Humanities,Junior,3.501,9.14,Copywriting/Drafting,Advanced,3,1,2.89,2,Actively_Encouraged,3,84.75,Medium
108117,Business,Sophomore,2.871,12.45,Debugging/Troubleshooting,Advanced,4,1,9.25,4,Allowed_With_Citation,2,93.9,High
128089,Arts,Senior,3.266,14.95,Copywriting/Drafting,Beginner,1,1,10.68,3,Allowed_With_Citation,4,70.37,High
126120,STEM,Freshman,3.152,17.37,Ideation,Intermediate,3,1,7.8,5,Allowed_With_Citation,7,60.47,Medium
144759,STEM,Junior,3.754,6.81,Direct_Answer_Generation,Beginner,1,1,16.72,3,Allowed_With_Citation,6,71.97,High
139192,Humanities,Sophomore,3.361,3.75,Copywriting/Drafting,Beginner,1,0,14.76,2,Allowed_With_Citation,3,68.27,Medium
118270,Business,Sophomore,2.993,1.98,Copywriting/Drafting,Intermediate,2,0,16.06,4,Actively_Encouraged,6,75.74,Low
